"TOA5","KIHS_CosmicRay_PyeongChang","CR300","20352","CR310.Std.10.07","CPU:240801_KIHS_Hydro_mod_WS500 _PyeongChang.CR300","12929","Hour1_PyeongChang"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2024-09-10 18:00:00",966,25.53,76.16,952.5967,1.187,2.2,187.2,1467
"2024-09-10 19:00:00",967,23.44,86.3,952.9366,0.893,2.2,153.7,1518
"2024-09-10 20:00:00",968,22.41,90.6,953.5333,0.75,1.7,158.4,1486
"2024-09-10 21:00:00",969,21.51,95.9,954.34,0.637,1.2,172.3,1431
"2024-09-10 22:00:00",970,21.03,99.1,954.7333,0.5,1.3,184,1448
"2024-09-10 23:00:00",971,20.92,99.5,954.9767,0.45,1.6,207.9,1414
"2024-09-11 00:00:00",972,20.59,100,955.0833,0.41,1.1,219,1533
"2024-09-11 01:00:00",973,20.4,100,955.0634,0.34,2.1,219.2,1560
"2024-09-11 02:00:00",974,20.09,100,955.24,0.327,1.4,181.3,1473
"2024-09-11 03:00:00",975,19.56,100,955.5233,0.317,1.9,228.5,1501
"2024-09-11 04:00:00",976,19.44,100,955.9767,0.437,2.2,249.1,1497
"2024-09-11 05:00:00",977,19.09,100,956.2833,0.203,1.4,340.2,1462
"2024-09-11 06:00:00",978,18.7,100,956.6733,0.18,0.8,164.7,1477
"2024-09-11 07:00:00",979,18.8,100,957.0566,0.07,1.8,351.3,1457
"2024-09-11 08:00:00",980,20.39,100,957.2667,0.58,2.4,304,1470
"2024-09-11 09:00:00",981,22.76,94.5,957.07,0.85,2.7,337.2,1456
"2024-09-11 10:00:00",982,26.49,78.58,956.9167,0.797,2.4,349.4,1468
"2024-09-11 11:00:00",983,29.27,64.25,956.7233,0.917,2.8,38.73,1436
"2024-09-11 12:00:00",984,30.71,57.36,956.2534,0.953,3,359.5,1444
"2024-09-11 13:00:00",985,30.13,57.46,955.5634,0.84,2.7,199.1,1541
"2024-09-11 14:00:00",986,30.73,52.94,955.0233,1.03,4.6,40.03,1490
"2024-09-11 15:00:00",987,31.06,53.94,954.63,0.99,3.8,93.5,1455
"2024-09-11 16:00:00",988,28.31,69.95,954.6667,1.127,5.3,309.1,1417
"2024-09-11 17:00:00",989,27.77,74.04,954.78,0.863,4.4,337.2,1427
"2024-09-11 18:00:00",990,26.68,78.11,955.2,1.097,5.2,304.4,1447
"2024-09-11 19:00:00",991,24.63,87.1,955.8467,0.947,4.7,268.4,1478
"2024-09-11 20:00:00",992,22.83,98.9,956.4333,0.937,2.8,221.2,1393
"2024-09-11 21:00:00",993,22.79,99.1,956.88,0.57,2.8,229.5,1321
"2024-09-11 22:00:00",994,22.61,100,957.15,0.207,2,326.8,1321
"2024-09-11 23:00:00",995,22.54,100,957.2867,0.237,1.5,313.7,1331
"2024-09-12 00:00:00",996,22.4,100,956.99,0.36,1.6,235.7,1362
"2024-09-12 01:00:00",997,22.37,100,956.8167,0.283,1.1,191.1,1333
"2024-09-12 02:00:00",998,22.33,100,956.4933,0.253,1.6,356.1,1349
"2024-09-12 03:00:00",999,22.23,100,956.2,0.073,1.4,348.8,1275
"2024-09-12 04:00:00",1000,22.16,100,956.09,0.03,1.4,4.316,1354
"2024-09-12 05:00:00",1001,22.17,100,956.2267,0.087,1.1,342.3,1289
"2024-09-12 06:00:00",1002,22.14,100,956.1234,0.107,1.1,344.6,1356
"2024-09-12 07:00:00",1003,22.28,98.9,956.2733,0.827,3.3,254.6,1358
"2024-09-12 08:00:00",1004,22.41,95.4,956.3766,0.897,3,269.5,1256
"2024-09-12 09:00:00",1005,22.04,95.4,956.5367,0.99,4.5,292,1301
"2024-09-12 10:00:00",1006,21.42,98.5,956.6866,0.963,3.6,260.6,1368
"2024-09-12 11:00:00",1007,21.65,99.7,956.6567,0.457,2.4,308.5,1274
"2024-09-12 12:00:00",1008,21.9,100,956.21,0.717,2.5,324.5,1263
"2024-09-12 13:00:00",1009,22.01,100,955.8766,0.54,1.7,326.1,1328
"2024-09-12 14:00:00",1010,22.04,100,955.38,0.51,1.6,320.8,1300
"2024-09-12 15:00:00",1011,22,100,954.77,0.327,1.3,344.8,1217
"2024-09-12 16:00:00",1012,22.02,100,954.3734,0.487,2.3,304.8,1267
"2024-09-12 17:00:00",1013,21.98,100,954.14,0.127,1.6,328.6,1209
"2024-09-12 18:00:00",1014,21.71,100,954.1066,0.27,1.6,317,1274
"2024-09-12 19:00:00",1015,21.5,100,954.2433,0.067,0.9,356.1,1302
"2024-09-12 20:00:00",1016,21.44,100,954.23,0.073,0.9,345.1,1298
"2024-09-12 21:00:00",1017,21.41,100,954.5167,0,0.7,355.9,1277
"2024-09-12 22:00:00",1018,21.41,100,954.4033,0,0.9,0,1277
"2024-09-12 23:00:00",1019,21.35,100,954.1533,0,0.9,358.4,1294
"2024-09-13 00:00:00",1020,21.3,100,953.73,0.01,0.8,357.4,1289
"2024-09-13 01:00:00",1021,21.2,100,953.24,0,0.5,0,1318
"2024-09-13 02:00:00",1022,21.13,100,952.64,0.01,0.7,1.296,1325
"2024-09-13 03:00:00",1023,20.96,100,952.15,0.037,0.6,19.49,1333
"2024-09-13 04:00:00",1024,21.04,100,951.88,0,0.5,0,1304
"2024-09-13 05:00:00",1025,21.1,100,951.5566,0,0.5,1.884,1291
"2024-09-13 06:00:00",1026,21.1,100,951.3033,0.03,0.8,353.7,1343
"2024-09-13 07:00:00",1027,21.14,100,951.4434,0.153,2.2,353.8,1394
"2024-09-13 08:00:00",1028,21.59,100,951.4567,0.417,2.2,36.44,1296
"2024-09-13 09:00:00",1029,22.21,100,951.45,0.557,2.4,27.57,1296
"2024-09-13 10:00:00",1030,22.9,100,951.3167,0.86,3.2,42.03,1339
"2024-09-13 11:00:00",1031,24.2,99.9,950.93,1.213,4.6,56.91,1322
"2024-09-13 12:00:00",1032,25.69,90.2,950.29,1.667,6.2,51.16,1330
"2024-09-13 13:00:00",1033,25.91,84.4,949.4033,1.48,6.2,41.47,1328
"2024-09-13 14:00:00",1034,26.15,81.8,948.73,1.113,5.4,98.1,1419
"2024-09-13 15:00:00",1035,26.08,85.4,948.3467,0.887,2.7,37.41,1331
"2024-09-13 16:00:00",1036,25.43,86.7,948.0267,0.82,3.3,93.8,1389
"2024-09-13 17:00:00",1037,23.92,99.7,948.1233,0.303,2,18.09,1361
"2024-09-13 18:00:00",1038,23.79,100,948.0967,0.097,0.9,10.24,1372
"2024-09-13 19:00:00",1039,23.44,100,947.9167,0.2,0.9,55.01,1381
"2024-09-13 20:00:00",1040,22.76,100,947.87,0.45,1.3,168.5,1355
"2024-09-13 21:00:00",1041,22.42,100,948.17,0.497,1.4,150.7,1364
"2024-09-13 22:00:00",1042,22.27,100,948.2167,0.203,1.1,117.4,1374
"2024-09-13 23:00:00",1043,22.07,100,948.1866,0.273,0.7,142.6,1335
"2024-09-14 00:00:00",1044,22.12,100,947.78,0.217,1.3,78.4,1288
"2024-09-14 01:00:00",1045,22.11,100,947.2833,0.17,2.6,1.063,1416
"2024-09-14 02:00:00",1046,22.17,100,946.9667,0.283,2.6,334.8,1361
"2024-09-14 03:00:00",1047,22.16,100,946.55,0.29,1.4,343.2,1328
"2024-09-14 04:00:00",1048,22.31,100,946.3066,0.687,3.4,22.02,1403
"2024-09-14 05:00:00",1049,22.33,100,946.2433,0.58,2.7,2.467,1368
"2024-09-14 06:00:00",1050,22.23,100,946.55,0.29,1.6,5.719,1372
"2024-09-14 07:00:00",1051,22.14,100,946.7634,0.193,1.5,1.588,1355
"2024-09-14 08:00:00",1052,22.37,100,946.9966,0.163,1.4,19.93,1400
"2024-09-14 09:00:00",1053,22.82,100,947.07,0.787,2.5,27.94,1339
"2024-09-14 10:00:00",1054,23,100,947.5333,0.933,2.6,34.36,1327
"2024-09-14 11:00:00",1055,23.44,100,947.4267,0.837,3.3,34.12,1347
"2024-09-14 12:00:00",1056,23.43,100,947.1667,0.653,2.7,55.34,1358
"2024-09-14 13:00:00",1057,24.68,99.1,946.6667,0.97,3.8,61.26,1317
"2024-09-14 14:00:00",1058,24.91,95.8,946.2534,0.907,3.8,80.5,1405
"2024-09-14 15:00:00",1059,25.41,92.9,945.76,0.93,4.3,83,1319
"2024-09-14 16:00:00",1060,25.61,92.7,945.4567,0.523,2.9,103.6,1368
"2024-09-14 17:00:00",1061,25.59,93.8,945.5833,0.503,2.6,13.76,1339
"2024-09-14 18:00:00",1062,24.78,96.7,945.8,0.54,2.3,55.38,1339
"2024-09-14 19:00:00",1063,23.68,99.8,946.07,0.483,1.6,158.9,1387
"2024-09-14 20:00:00",1064,23.46,100,946.68,0.313,1.2,147.1,1377
"2024-09-14 21:00:00",1065,23.34,100,947.3967,0.207,1,129.9,1381
"2024-09-14 22:00:00",1066,23.31,100,947.6866,0.27,0.9,45.44,1312
"2024-09-14 23:00:00",1067,23.25,100,947.9167,0.037,0.8,356.5,1296
"2024-09-15 00:00:00",1068,23.28,100,947.8367,0.107,1,14.49,1333
"2024-09-15 01:00:00",1069,23.28,100,947.7033,0,0.6,2.797,1368
"2024-09-15 02:00:00",1070,23.24,100,947.75,0.077,0.8,10.4,1368
"2024-09-15 03:00:00",1071,23.19,100,947.9966,0.023,0.8,357.3,1352
"2024-09-15 04:00:00",1072,22.96,100,948.0667,0.053,0.8,358.2,1364
"2024-09-15 05:00:00",1073,22.48,99.5,948.33,0.513,2.7,328,1362
"2024-09-15 06:00:00",1074,21.9,96,949.1033,0.74,2.9,338.9,1378
"2024-09-15 07:00:00",1075,21.02,98.9,949.8433,1,4.1,246.6,1305
"2024-09-15 08:00:00",1076,20.9,99,950.5667,1.36,4.7,240,1219
"2024-09-15 09:00:00",1077,21.17,96.8,950.89,1.38,4.8,257.5,1355
"2024-09-15 10:00:00",1078,21.57,94.9,951.2967,1.283,5.3,276.2,1326
"2024-09-15 11:00:00",1079,22.41,91.9,951.57,1.203,5.4,290.7,1277
"2024-09-15 12:00:00",1080,22.94,87.3,951.7067,1.563,5.3,293.3,1361
"2024-09-15 13:00:00",1081,23.73,84.8,951.7333,1.447,6.6,296.1,1298
"2024-09-15 14:00:00",1082,23.41,83.9,951.8333,1.483,6.1,313.7,1334
"2024-09-15 15:00:00",1083,23.87,81.1,951.7033,1.333,6,302.2,1369
"2024-09-15 16:00:00",1084,23.64,80.7,951.7,1.367,5.8,299.8,1334
"2024-09-15 17:00:00",1085,22.01,82.4,952.3967,1.523,7,309.2,1382
"2024-09-15 18:00:00",1086,20.96,83.9,953.21,1.37,6.6,290.2,1395
"2024-09-15 19:00:00",1087,20.11,86.4,953.77,1.623,5.9,273.7,1329
"2024-09-15 20:00:00",1088,19.57,88,954.29,1.543,4.9,262.8,1270
"2024-09-15 21:00:00",1089,19.43,89,954.8567,1.767,6.4,257.7,1326
"2024-09-15 22:00:00",1090,19.45,89.4,955.1866,1.69,6.4,262.7,1279
"2024-09-15 23:00:00",1091,19.37,90,955.5034,1.453,5.5,272.7,1305
"2024-09-16 00:00:00",1092,19.31,90.3,955.7167,1.53,5.2,264.7,1293
"2024-09-16 01:00:00",1093,19.28,90.4,955.7466,1.49,5.4,265.3,1323
"2024-09-16 02:00:00",1094,19.31,90.6,955.71,1.443,4.5,264.2,1306
"2024-09-16 03:00:00",1095,19.43,90.4,955.74,1.357,4.7,267,1353
"2024-09-16 04:00:00",1096,19.64,89.9,955.7567,1.477,4.9,267.3,1297
"2024-09-16 05:00:00",1097,19.93,88.9,955.7767,1.37,4.8,273.5,1314
"2024-09-16 06:00:00",1098,19.97,89.5,955.6833,1.307,3.9,250.3,1335
"2024-09-16 07:00:00",1099,19.98,90.2,956.1866,1.147,4.9,275.9,1310
"2024-09-16 08:00:00",1100,20.83,88,956.5733,1.017,3.3,264.9,1316
"2024-09-16 09:00:00",1101,22.89,81,956.42,1.24,4,297.3,1253
"2024-09-16 10:00:00",1102,24.4,76.84,956.65,1.217,4,340.1,1289
"2024-09-16 11:00:00",1103,25.42,74.67,956.5967,1.217,3.9,348.3,1349
"2024-09-16 12:00:00",1104,26.36,72.93,956.18,1.057,3.8,1.173,1241
"2024-09-16 13:00:00",1105,26.58,74.08,956.05,0.983,3,318.8,1286
"2024-09-16 14:00:00",1106,26.19,76.93,955.8067,0.937,3.2,337.2,1280
"2024-09-16 15:00:00",1107,26.97,76.18,955.53,0.687,4.2,23.09,1288
"2024-09-16 16:00:00",1108,27.36,75.49,955.4067,1.073,4.5,68,1257
"2024-09-16 17:00:00",1109,27.24,77.02,955.32,0.827,3.8,53.25,1384
"2024-09-16 18:00:00",1110,25.19,88.3,955.2967,0.653,2,160.7,1269
"2024-09-16 19:00:00",1111,23.84,95.7,955.45,0.53,1.9,154.7,1283
"2024-09-16 20:00:00",1112,23.64,97.5,956.1334,0.203,1,56.24,1326
"2024-09-16 21:00:00",1113,23.01,99.9,956.5267,0.373,0.9,183.7,1282
"2024-09-16 22:00:00",1114,22.52,100,956.6266,0.347,1.1,184.3,1312
"2024-09-16 23:00:00",1115,22.07,100,956.64,0.42,1.3,163.5,1346
"2024-09-17 00:00:00",1116,22.09,100,956.4233,0.323,0.7,199.4,1255
"2024-09-17 01:00:00",1117,21.9,100,956.3333,0.11,0.7,29.35,1235
"2024-09-17 02:00:00",1118,21.87,100,956.15,0.17,0.8,63.65,1214
"2024-09-17 03:00:00",1119,21.97,100,956.0967,0,0.6,1.965,1290
"2024-09-17 04:00:00",1120,21.93,100,955.89,0.01,0.6,6.819,1283
"2024-09-17 05:00:00",1121,21.83,100,955.75,0.09,1.2,4.256,1294
"2024-09-17 06:00:00",1122,21.87,100,955.8234,0.07,1.2,4.129,1255
"2024-09-17 07:00:00",1123,21.91,100,956.1033,0.02,0.7,5.103,1333
"2024-09-17 08:00:00",1124,22.22,100,956.1866,0.1,0.9,353.8,1328
"2024-09-17 09:00:00",1125,22.8,100,956.3233,0.293,1.1,14.11,1275
"2024-09-17 10:00:00",1126,23.93,99.8,956.4233,0.573,2,40.42,1300
"2024-09-17 11:00:00",1127,26.42,85.8,956.1266,0.833,2.9,53.31,1340
"2024-09-17 12:00:00",1128,28.4,72.84,955.6367,1.01,4.3,298.3,1389
"2024-09-17 13:00:00",1129,28.84,71.87,955.1833,0.737,3.1,321.5,1323
"2024-09-17 14:00:00",1130,28.01,79.72,954.66,0.653,2.6,153.1,1228
"2024-09-17 15:00:00",1131,27.47,88.6,954.23,0.52,2.1,30.65,1351
"2024-09-17 16:00:00",1132,28.36,78.83,953.9567,0.917,4,250.2,1306
"2024-09-17 17:00:00",1133,27.29,85,953.76,0.6,2.2,208.4,1317
"2024-09-17 18:00:00",1134,25.6,92,954.0233,0.647,1.8,164.8,1306
"2024-09-17 19:00:00",1135,24.05,97.8,954.0634,0.657,1.8,163.2,1276
"2024-09-17 20:00:00",1136,23.47,99.6,954.24,0.63,1.6,165.7,1285
"2024-09-17 21:00:00",1137,22.93,100,954.95,0.453,1.4,159.4,1328
"2024-09-17 22:00:00",1138,22.56,100,954.8633,0.31,0.9,185.7,1239
"2024-09-17 23:00:00",1139,22.66,100,954.8033,0.293,1.9,253.4,1242
"2024-09-18 00:00:00",1140,22.24,100,954.6467,0.17,0.9,187.8,1372
"2024-09-18 01:00:00",1141,22.08,100,954.4733,0.373,1.6,247.5,1290
"2024-09-18 02:00:00",1142,21.95,100,954.41,0.31,1.5,286.1,1249
"2024-09-18 03:00:00",1143,22.02,100,954.1367,0,1.3,358.6,1286
"2024-09-18 04:00:00",1144,21.56,100,954.13,0.203,1.2,43.92,1265
"2024-09-18 05:00:00",1145,21.5,100,954.3467,0.19,0.9,330.8,1191
"2024-09-18 06:00:00",1146,21.27,100,954.3834,0.25,0.8,230.3,1197
"2024-09-18 07:00:00",1147,21.38,100,954.46,0.13,0.7,14.07,1227
"2024-09-18 08:00:00",1148,22.65,99.7,954.5267,0.14,1.4,351.6,1273
"2024-09-18 09:00:00",1149,23.74,96,954.5833,0.323,1.3,17.78,1247
"2024-09-18 10:00:00",1150,26.08,87.7,954.5634,1.03,3.5,52.67,1251
"2024-09-18 11:00:00",1151,25.49,95.7,954.6333,0.767,3.5,89.9,1256
"2024-09-18 12:00:00",1152,26.6,91.2,954.1967,1.18,4.2,45.12,1312
"2024-09-18 13:00:00",1153,27.74,83.6,953.6633,0.8,3.6,53.59,1302
"2024-09-18 14:00:00",1154,26.01,89.7,953.4867,1.043,8.6,229,1291
"2024-09-18 15:00:00",1155,23.57,97,953.6467,0.71,3.7,290.3,1289
"2024-09-18 16:00:00",1156,23.21,99.8,953.4333,0.493,1.4,173.8,1295
"2024-09-18 17:00:00",1157,23.43,100,953.3167,0.43,1.5,242.9,1328
"2024-09-18 18:00:00",1158,23.59,100,953.4633,0.497,2.1,254.2,1334
"2024-09-18 19:00:00",1159,23.05,100,953.9267,0.263,1.6,33.4,1301
"2024-09-18 20:00:00",1160,22.72,100,954.5333,0.913,3.8,52.7,1278
"2024-09-18 21:00:00",1161,22.76,99.5,955.3267,0.933,6.8,63.04,1226
"2024-09-18 22:00:00",1162,22.51,97.5,955.3933,0.9,6.8,65.71,1285
"2024-09-18 23:00:00",1163,21.86,100,955.3967,0.187,1.1,2.549,1324
"2024-09-19 00:00:00",1164,21.82,100,955.21,0.133,1,11.64,1256
"2024-09-19 01:00:00",1165,21.87,100,955.1934,0.09,1,340.2,1309
"2024-09-19 02:00:00",1166,21.49,100,955.0267,0.09,0.9,319,1269
"2024-09-19 03:00:00",1167,21.17,100,954.65,0.043,1,353.8,1308
"2024-09-19 04:00:00",1168,21.38,100,954.5733,0.153,0.9,338.6,1308
"2024-09-19 05:00:00",1169,21.26,100,954.8567,0.31,1.3,278,1315
"2024-09-19 06:00:00",1170,21.16,100,954.97,0.237,1.2,275,1267
"2024-09-19 07:00:00",1171,21.09,100,955.3033,0.367,1.3,249.5,1341
"2024-09-19 08:00:00",1172,21.4,100,955.6233,0.073,1,356,1283
"2024-09-19 09:00:00",1173,21.84,100,955.86,0.16,1.1,355.1,1225
"2024-09-19 10:00:00",1174,22.75,100,956.13,0.447,1.7,356.3,1254
"2024-09-19 11:00:00",1175,24.97,97.2,955.54,1.007,3.5,32.63,1232
"2024-09-19 12:00:00",1176,26.97,84.3,955.12,0.973,4.1,42.91,1259
"2024-09-19 13:00:00",1177,27.26,81.7,954.6766,0.887,3.3,48.47,1310
"2024-09-19 14:00:00",1178,27.27,83,954.2933,0.437,2.5,19.47,1206
"2024-09-19 15:00:00",1179,27.86,82.1,953.7933,0.72,3.1,45.29,1287
"2024-09-19 16:00:00",1180,27.53,83,953.52,0.84,4.4,346.1,1285
"2024-09-19 17:00:00",1181,26.87,88.5,953.43,0.537,2,147.8,1300
"2024-09-19 18:00:00",1182,25.33,94.2,953.69,0.613,1.7,188.9,1257
"2024-09-19 19:00:00",1183,24.33,98.5,953.68,0.657,1.4,154.9,1314
"2024-09-19 20:00:00",1184,23.72,100,953.9033,0.387,1.2,194.9,1231
"2024-09-19 21:00:00",1185,23.24,100,954.3134,0.443,0.9,173.4,1343
"2024-09-19 22:00:00",1186,22.92,100,954.5633,0.38,0.9,168.6,1328
"2024-09-19 23:00:00",1187,22.76,100,954.57,0.283,0.9,153.8,1288
"2024-09-20 00:00:00",1188,22.55,100,954.43,0.227,0.9,105.2,1336
"2024-09-20 01:00:00",1189,22.52,100,954.1367,0.03,0.7,2.95,1305
"2024-09-20 02:00:00",1190,22.29,100,953.7433,0.043,0.7,5.892,1281
"2024-09-20 03:00:00",1191,22.32,100,953.2466,0,0.9,354,1297
"2024-09-20 04:00:00",1192,22.15,100,952.9167,0.133,1,332.8,1276
"2024-09-20 05:00:00",1193,22.01,100,952.7667,0.067,0.8,14.41,1314
"2024-09-20 06:00:00",1194,21.85,100,952.5067,0.027,0.7,5.791,1256
"2024-09-20 07:00:00",1195,21.86,100,952.6833,0.39,2.2,2.807,1310
"2024-09-20 08:00:00",1196,22.16,100,952.6,0.297,1.2,70.62,1329
"2024-09-20 09:00:00",1197,23.22,98.9,952.13,0.373,1.4,15.12,1273
"2024-09-20 10:00:00",1198,24.42,94.1,951.91,0.607,2.5,325.9,1366
"2024-09-20 11:00:00",1199,25.81,86.7,951.6533,1.14,9.1,26.03,1306
"2024-09-20 12:00:00",1200,25.44,86.1,951.1667,2.103,9.8,77.76,1341
"2024-09-20 13:00:00",1201,24.17,95.8,950.87,1.317,6.6,65.25,1377
"2024-09-20 14:00:00",1202,24.03,99.6,950.0533,1.087,4.5,40.83,1351
"2024-09-20 15:00:00",1203,24.6,96.3,949.4633,1.003,4,52.36,1392
"2024-09-20 16:00:00",1204,24.52,94.1,949.1667,0.97,4.8,38.56,1351
"2024-09-20 17:00:00",1205,23.69,98.3,948.78,1.227,5.9,49.08,1362
"2024-09-20 18:00:00",1206,23.05,100,948.8867,1.163,3.9,45.52,1350
"2024-09-20 19:00:00",1207,19.91,98.7,949.7767,2.073,8,323.5,1282
"2024-09-20 20:00:00",1208,17.07,97.5,950.9467,1.953,8,254.2,1323
"2024-09-20 21:00:00",1209,15.7,97.4,951.4633,2.147,7.4,243.8,1343
"2024-09-20 22:00:00",1210,15.33,94.6,951.3066,2.38,9.1,254.3,1220
"2024-09-20 23:00:00",1211,14.84,95.4,951.09,2.19,9.1,259.9,1293
"2024-09-21 00:00:00",1212,15.11,94.8,950.5533,2.28,8.2,253.7,1290
"2024-09-21 01:00:00",1213,15.46,94.8,950.1467,2.017,7.4,261.3,1304
"2024-09-21 02:00:00",1214,15.2,97,950.0533,2.027,7,269.7,1281
"2024-09-21 03:00:00",1215,15.59,96.2,949.57,2.103,9.6,255.3,1337
"2024-09-21 04:00:00",1216,16.36,94.5,948.94,2.08,7.4,249.2,1282
"2024-09-21 05:00:00",1217,17.06,90.3,948.41,2.333,7.4,244.7,1309
"2024-09-21 06:00:00",1218,17.15,89.2,948.0833,1.667,7.2,261.8,1302
"2024-09-21 07:00:00",1219,17.04,90.6,948.19,1.667,7.6,274.8,1418
"2024-09-21 08:00:00",1220,16.79,91.6,948.6467,1.78,6.9,289.9,1298
"2024-09-21 09:00:00",1221,16.7,92.7,948.5566,2.11,7.5,270.1,1276
"2024-09-21 10:00:00",1222,16.66,95.6,948.6433,2.26,6.3,252.9,1380
"2024-09-21 11:00:00",1223,16.85,95.6,949.0333,1.79,6,260.9,1263
"2024-09-21 12:00:00",1224,16.75,96.4,948.9667,1.827,8.5,271.1,1239
"2024-09-21 13:00:00",1225,17,95.5,948.4534,1.857,7.1,245.1,1255
"2024-09-21 14:00:00",1226,17.36,95,948.1467,1.753,5.6,266.8,1247
"2024-09-21 15:00:00",1227,17.67,94.8,947.5867,1.783,5.7,249.8,1358
"2024-09-21 16:00:00",1228,18,91.7,947.23,1.91,7.9,242.8,1334
"2024-09-21 17:00:00",1229,18.46,89.3,947.0533,1.987,6.4,239.1,1386
"2024-09-21 18:00:00",1230,18.4,89.7,947.0233,1.657,5.6,247.3,1360
"2024-09-21 19:00:00",1231,18.45,89.1,946.7833,1.933,8.5,251.6,1373
"2024-09-21 20:00:00",1232,18.5,88.4,946.7833,2.05,6.8,258.8,1364
"2024-09-21 21:00:00",1233,18.58,88.1,946.8333,2.43,8.3,253.7,1330
"2024-09-21 22:00:00",1234,18.57,88,947.0267,2.307,8.7,251.8,1385
"2024-09-21 23:00:00",1235,18.29,88.8,947.54,2.193,6.7,240.7,1396
"2024-09-22 00:00:00",1236,17.54,88.7,947.55,2.2,8.3,246.1,1304
"2024-09-22 01:00:00",1237,17.59,84.6,947.62,2.05,8.9,248,1361
"2024-09-22 02:00:00",1238,17.39,84.5,947.8,1.783,5.9,250.7,1332
"2024-09-22 03:00:00",1239,17.34,84,948.0233,2.503,8.7,242.9,1333
"2024-09-22 04:00:00",1240,17.1,84.5,948.44,2.037,8.2,245.6,1371
"2024-09-22 05:00:00",1241,16.68,84,948.9167,2.047,8.3,254.3,1322
"2024-09-22 06:00:00",1242,16.52,84.2,949.4633,2.017,7.2,250.3,1442
"2024-09-22 07:00:00",1243,16.56,84.4,949.9467,1.977,6.6,241.2,1371
"2024-09-22 08:00:00",1244,17.22,81.7,950.7067,1.867,8.1,253.1,1383
"2024-09-22 09:00:00",1245,17.54,80.4,951.3134,1.69,6.8,268.5,1348
"2024-09-22 10:00:00",1246,18.15,79.25,951.8867,1.433,6.4,284.5,1344
"2024-09-22 11:00:00",1247,19.21,74.67,952.0967,1.34,6.4,309.6,1344
"2024-09-22 12:00:00",1248,19.92,73.6,952.2267,1.7,7.7,308.5,1395
"2024-09-22 13:00:00",1249,20.3,71.29,951.88,1.777,7,322.1,1361
"2024-09-22 14:00:00",1250,19.7,73.57,951.7267,1.663,7,320.2,1344
"2024-09-22 15:00:00",1251,19.2,75.62,951.9567,1.357,6.2,303.9,1325
"2024-09-22 16:00:00",1252,18.57,77.06,952.2833,1.637,5.9,299.3,1360
"2024-09-22 17:00:00",1253,17.56,78.46,952.77,1.703,6.8,284.2,1382
"2024-09-22 18:00:00",1254,16.32,81,953.3134,1.45,5.5,298.6,1321
"2024-09-22 19:00:00",1255,15.66,82.8,953.6967,1.35,5.8,285.2,1327
"2024-09-22 20:00:00",1256,15.51,83.3,954.4133,1.653,6.1,254.7,1316
"2024-09-22 21:00:00",1257,15.27,83.3,955.3033,1.78,6.3,249.3,1333
"2024-09-22 22:00:00",1258,15.05,82.6,956.0267,1.6,6.1,268.8,1309
"2024-09-22 23:00:00",1259,14.59,83,956.3167,1.247,6.6,279.9,1349
"2024-09-23 00:00:00",1260,14.29,84.8,956.63,1.557,6.6,266.6,1317
"2024-09-23 01:00:00",1261,14.23,83.7,956.6166,1.667,7.5,250.6,1351
"2024-09-23 02:00:00",1262,14.22,83.9,956.66,1.597,5.5,251.3,1319
"2024-09-23 03:00:00",1263,14.2,81.8,956.94,1.327,5.1,277.9,1279
"2024-09-23 04:00:00",1264,13.56,81.7,957.1133,1.21,7.8,260.3,1282
"2024-09-23 05:00:00",1265,13.29,80.5,957.2933,1.283,6.9,270,1327
"2024-09-23 06:00:00",1266,13.26,79.95,957.5967,1.333,6.2,270.6,1311
"2024-09-23 07:00:00",1267,13.25,80.8,957.9333,1.46,5.4,292.7,1320
"2024-09-23 08:00:00",1268,14.39,73.65,958.3267,1.327,7,298.8,1291
"2024-09-23 09:00:00",1269,15.66,69.13,958.4733,1.387,7,287.1,1349
"2024-09-23 10:00:00",1270,16.51,65.19,958.71,1.79,7.2,304.1,1373
"2024-09-23 11:00:00",1271,17.64,61.51,958.52,1.323,4.9,359.9,1332
"2024-09-23 12:00:00",1272,18,59.91,958.26,1.43,5,7.751,1323
"2024-09-23 13:00:00",1273,18.77,58.21,957.5433,1.393,4.3,328.5,1373
"2024-09-23 14:00:00",1274,19.19,55.25,956.54,1.383,5.2,315.4,1343
"2024-09-23 15:00:00",1275,19.59,55.04,956.11,1.3,4.3,331.3,1404
"2024-09-23 16:00:00",1276,19.4,57.53,955.94,1.14,4.8,324.7,1341
"2024-09-23 17:00:00",1277,17.91,62,955.9633,1.157,4.2,350.6,1285
"2024-09-23 18:00:00",1278,15.34,73.83,956.45,1.093,3.7,259.2,1322
"2024-09-23 19:00:00",1279,13.89,78.86,956.8333,1.197,4.3,236.5,1359
"2024-09-23 20:00:00",1280,12.84,85.3,957.13,1.177,3.7,239.1,1322
"2024-09-23 21:00:00",1281,11.89,90.5,957.64,0.767,2.7,215.2,1315
"2024-09-23 22:00:00",1282,10.18,98.5,957.8367,0.367,1.7,170.5,1356
"2024-09-23 23:00:00",1283,9.58,100,957.6733,0.543,1.2,162,1380
